policy_id,age,gender,start_date,deferral_years,initial_value,rider_type,has_death_benefit,death_benefit_type,has_beneficiary,me_fees,admin_fees,rider_fees,death_benefit_fees,total_fees,status
P09551,64,M,2014-12-03,15,146000,None,False,None,False,0.005131073431106663,0.0025846297021695497,0.0,0.0,0.007715703133276213,deferred
P09552,62,F,2018-01-16,0,52000,GMWB,True,SteppedUp,True,0.01345690723333372,0.0027597267093755293,0.008846684817034984,0.0044248414285311235,0.029488160188275356,payout
P09553,66,F,2013-11-09,15,199000,None,True,AccountValue,True,0.009841767459562233,0.0023622770893730405,0.0,0.0,0.012204044548935273,deferred
P09554,60,M,2013-02-27,20,152000,GMWB,True,SteppedUp,True,0.015031130432597573,0.0028997063479958016,0.008402146489184154,0.003910178937506636,0.030243162207284163,deferred
P09555,58,M,2012-06-18,0,170000,GMWB,True,AccountValue,True,0.012527259621738902,0.002370395997508469,0.008368768220052203,0.0,0.023266423839299576,payout
P09556,78,F,2015-10-06,5,92000,GMWB,True,ReturnOfPremium,True,0.0132089846616446,0.0012400744591860731,0.011125397657963287,0.0038051710285230077,0.02937962780731697,payout
P09557,50,M,2022-09-26,15,67000,GMIB,True,SteppedUp,True,0.014691774850799935,0.0017988943704497899,0.009010550159858143,0.004720652293558676,0.030221871674666546,deferred
P09558,67,F,2007-08-09,5,88000,GMIB,False,None,False,0.01257333714535357,0.001997305108885039,0.007602678499353747,0.0,0.022173320753592355,payout
P09559,57,F,2011-05-22,0,100000,GMWB,True,ReturnOfPremium,True,0.012265790683401744,0.0012656166236975606,0.009080541159349401,0.0035219815536383548,0.02613393002008706,payout
P09560,59,F,2009-10-28,0,136000,GMWB,True,AccountValue,False,0.014233777721179064,0.00258617776022096,0.006058822637540328,0.0,0.022878778118940353,payout
P09561,59,F,2020-06-27,10,50000,None,True,AccountValue,True,0.011973702494186418,0.001383108589344193,0.0,0.0,0.013356811083530611,deferred
P09562,55,F,2014-12-25,0,162000,GMWB,True,AccountValue,True,0.013993836535487808,0.0012486210147090223,0.009931867304805879,0.0,0.02517432485500271,payout
P09563,66,M,2016-11-04,0,50000,None,True,AccountValue,True,0.008590175886011076,0.001337880715455458,0.0,0.0,0.009928056601466534,payout
P09564,73,M,2022-11-07,0,75000,GMWB,True,ReturnOfPremium,True,0.01400471897256608,0.0011666482729640341,0.006281690260572023,0.0031823286252387006,0.024635386131340836,payout
P09565,65,M,2019-03-14,10,50000,GMIB,True,AccountValue,False,0.01306971113817747,0.0011332319496701498,0.012535292929587777,0.0,0.0267382360174354,deferred
P09566,62,F,2020-06-02,15,68000,None,True,AccountValue,True,0.011173458844786537,0.0021412815856308343,0.0,0.0,0.01331474043041737,deferred
P09567,54,F,2019-05-03,15,79000,None,True,AccountValue,True,0.00916126216039731,0.002876531559622093,0.0,0.0,0.012037793720019403,deferred
P09568,66,F,2014-02-26,10,91000,GMWB,False,None,False,0.010272611116594088,0.0016032996255990989,0.00906808450283595,0.0,0.020943995245029136,payout
P09569,79,M,2017-11-22,5,50000,None,True,AccountValue,True,0.011593884889922128,0.0016802068275518912,0.0,0.0,0.01327409171747402,payout
P09570,58,M,2015-09-21,0,75000,GMWB,True,SteppedUp,True,0.013280232317288795,0.002629125398388303,0.009707293150368276,0.005413246459261719,0.031029897325307094,payout
P09571,58,M,2024-01-26,10,100000,GMIB,True,ReturnOfPremium,False,0.014782010530848034,0.001473003971065669,0.010475625050887165,0.0030759985585608494,0.02980663811136172,deferred
P09572,57,F,2019-01-02,15,201000,None,True,AccountValue,True,0.008578355800992343,0.0011371200093025092,0.0,0.0,0.009715475810294852,deferred
P09573,58,F,2024-10-12,10,195000,None,True,AccountValue,True,0.011699172366231135,0.0017463108456326057,0.0,0.0,0.01344548321186374,deferred
P09574,45,F,2024-11-27,15,121000,GMWB,True,SteppedUp,False,0.014160573375095303,0.001424724181075268,0.008269176178627465,0.003450655163131962,0.02730512889793,deferred
P09575,65,F,2024-04-16,10,138000,None,True,AccountValue,True,0.009420366087140222,0.0014715209759981534,0.0,0.0,0.010891887063138376,deferred
P09576,55,F,2024-05-19,15,173000,None,True,AccountValue,True,0.0083568295929438,0.0026611463444256318,0.0,0.0,0.011017975937369431,deferred
P09577,49,F,2023-11-17,10,81000,GMWB,True,ReturnOfPremium,False,0.014435998203297315,0.002085797327983005,0.010140895319525027,0.0035048246721174924,0.03016751552292284,deferred
P09578,68,M,2019-04-15,0,149000,GMWB,True,ReturnOfPremium,True,0.0121025584603415,0.002441860489853624,0.01119972915702358,0.002315855556481686,0.02806000366370039,payout
P09579,53,M,2017-04-16,0,64000,None,True,AccountValue,True,0.011608583338477642,0.0019371754757729726,0.0,0.0,0.013545758814250615,payout
P09580,59,M,2015-11-23,5,130000,None,True,AccountValue,True,0.008711257953210401,0.0019250442161972184,0.0,0.0,0.01063630216940762,payout
P09581,73,F,2015-11-19,0,116000,None,True,AccountValue,True,0.008441546607262894,0.0017410364234993166,0.0,0.0,0.01018258303076221,payout
P09582,50,M,2015-12-19,10,102000,GMIB,False,None,False,0.011012712408607744,0.0019878625191767,0.007609287240683284,0.0,0.02060986216846773,deferred
P09583,49,M,2009-08-17,0,64000,GMIB,False,None,False,0.009883287351656096,0.0016675339517654064,0.012459762073189964,0.0,0.024010583376611466,payout
P09584,64,F,2013-09-24,5,83000,None,True,AccountValue,True,0.010485472776609538,0.0010837611885349788,0.0,0.0,0.011569233965144516,payout
P09585,71,M,2024-10-22,10,50000,GMIB,True,AccountValue,True,0.016424931027194382,0.0022679600533636705,0.009160928987274681,0.0,0.027853820067832734,deferred
P09586,49,F,2024-03-02,0,50000,None,False,None,False,0.005748561879597946,0.0016935849726977532,0.0,0.0,0.0074421468522956995,payout
P09587,65,F,2015-08-23,10,51000,GMWB,True,AccountValue,False,0.012557534748699563,0.0029400036502039693,0.009537224037193167,0.0,0.0250347624360967,deferred
P09588,66,F,2017-12-11,5,125000,GMIB,True,AccountValue,True,0.01587625574455153,0.0025116916786654376,0.011864199296327956,0.0,0.030252146719544924,payout
P09589,45,F,2016-06-05,10,96000,GMIB,True,SteppedUp,False,0.016085379404006755,0.001987412964244997,0.010241518805268348,0.004324623518873557,0.03263893469239366,deferred
P09590,68,F,2019-04-13,15,145000,None,True,AccountValue,True,0.010183134271671463,0.0017076968517892367,0.0,0.0,0.0118908311234607,deferred
P09591,69,F,2017-05-10,5,78000,None,True,AccountValue,True,0.010143177777838212,0.0023592557103369726,0.0,0.0,0.012502433488175185,payout
P09592,59,M,2005-10-08,20,116000,GMIB,False,None,False,0.011115014120242891,0.002905267652836297,0.007121659771878611,0.0,0.0211419415449578,deferred
P09593,72,F,2022-06-19,0,56000,None,True,AccountValue,True,0.011368965849876463,0.0016349910879412438,0.0,0.0,0.013003956937817706,payout
P09594,71,F,2023-11-16,15,68000,GMWB,True,AccountValue,True,0.013132877398695026,0.002139313721220988,0.0068868802750536905,0.0,0.022159071394969705,deferred
P09595,62,M,2020-10-20,5,82000,GMWB,True,AccountValue,True,0.014597827862962506,0.0012445983679982148,0.01122812686842978,0.0,0.0270705530993905,deferred
P09596,58,M,2021-04-02,15,94000,GMWB,True,AccountValue,False,0.015350316339313561,0.002194438445000604,0.00669519678663252,0.0,0.024239951570946685,deferred
P09597,54,M,2020-03-07,10,91000,None,False,None,False,0.006429099504158192,0.0025924325606662625,0.0,0.0,0.009021532064824455,deferred
P09598,61,F,2022-06-01,5,52000,GMIB,True,ReturnOfPremium,True,0.016680432136192334,0.0028593911148929126,0.011010007429917961,0.0034758452895003763,0.034025675970503585,deferred
P09599,66,M,2011-10-18,10,193000,GMWB,True,AccountValue,False,0.014075758126497221,0.0021204626469905,0.010266786158497833,0.0,0.026463006931985555,payout
P09600,59,F,2019-10-13,5,79000,None,True,AccountValue,True,0.010595567816527261,0.0017490965062306393,0.0,0.0,0.0123446643227579,payout
P09601,45,M,2021-06-07,10,74000,GMIB,True,AccountValue,True,0.01596929538440475,0.001102591202777132,0.012638082423665558,0.0,0.029709969010847437,deferred
P09602,72,M,2021-10-10,5,96000,GMIB,True,AccountValue,True,0.016640454042903523,0.0020258326882805124,0.010374259824685386,0.0,0.02904054655586942,deferred
P09603,63,M,2016-11-22,5,84000,GMIB,True,AccountValue,True,0.01323018050516912,0.0027834201432804582,0.009545590608391667,0.0,0.025559191256841245,payout
P09604,58,F,2021-01-18,5,50000,GMIB,True,AccountValue,True,0.015474184254709634,0.0014018340040258287,0.007053912308763626,0.0,0.023929930567499088,deferred
P09605,68,M,2020-11-01,0,162000,GMWB,True,AccountValue,False,0.015889069768888976,0.0025579359281085547,0.009385472907955064,0.0,0.027832478604952596,payout
P09606,74,M,2021-09-22,10,50000,GMIB,False,None,False,0.010747759962167222,0.002494726266172072,0.00980230376962526,0.0,0.023044789997964554,deferred
P09607,45,F,2007-10-03,5,136000,GMIB,True,AccountValue,True,0.0162856841277685,0.0012461021142642008,0.007108432070796274,0.0,0.024640218312828973,payout
P09608,65,F,2023-10-11,15,102000,GMWB,True,AccountValue,True,0.012714885686272933,0.0017399036462431227,0.011980091555702193,0.0,0.02643488088821825,deferred
P09609,50,F,2016-05-08,10,50000,GMIB,False,None,False,0.009094174533799775,0.0027788441271908316,0.008709803872048802,0.0,0.02058282253303941,deferred
P09610,65,F,2023-08-22,5,66000,GMIB,True,AccountValue,True,0.016539809010865044,0.0013057249852767632,0.011687135090062323,0.0,0.02953266908620413,deferred
P09611,63,F,2021-08-09,10,58000,None,True,AccountValue,True,0.011844763117572857,0.0010990891670208728,0.0,0.0,0.01294385228459373,deferred
P09612,67,F,2023-01-02,15,256000,GMIB,False,None,False,0.01114942896032441,0.001977632650987626,0.010600070057498476,0.0,0.023727131668810512,deferred
P09613,58,F,2015-10-25,15,58000,GMIB,False,None,False,0.012227897894359463,0.00160070164837324,0.007566358879755924,0.0,0.021394958422488626,deferred
P09614,47,M,2014-07-26,5,117000,GMIB,True,ReturnOfPremium,True,0.015050389349072324,0.001782014012632047,0.011925451466741122,0.0036622259440990106,0.032420080772544504,payout
P09615,58,M,2012-11-03,10,159000,None,True,AccountValue,True,0.0090011631989052,0.0026582183578975696,0.0,0.0,0.01165938155680277,payout
P09616,65,M,2020-12-17,5,79000,GMWB,True,ReturnOfPremium,True,0.014267913512273014,0.0023795521175205316,0.00990518681296723,0.002417000621765978,0.028969653064526753,deferred
P09617,70,F,2022-12-21,15,236000,GMWB,True,AccountValue,True,0.013282632570694085,0.001896331366140239,0.008027926310290751,0.0,0.023206890247125075,deferred
P09618,52,F,2007-10-19,0,122000,GMWB,True,AccountValue,True,0.014594760235633712,0.0017306977605029699,0.006271791905829056,0.0,0.022597249901965738,payout
P09619,70,M,2013-11-01,5,149000,None,True,AccountValue,True,0.00995833941864419,0.0026780773832859868,0.0,0.0,0.012636416801930178,payout
P09620,56,F,2023-08-07,15,156000,None,True,AccountValue,True,0.00958720087952925,0.0015538515727723848,0.0,0.0,0.011141052452301636,deferred
P09621,64,F,2019-06-27,5,224000,None,True,AccountValue,True,0.008720830717104444,0.0013295250044722073,0.0,0.0,0.010050355721576651,payout
P09622,57,F,2013-04-13,15,148000,None,True,AccountValue,True,0.008705120838048842,0.0029656824713144942,0.0,0.0,0.011670803309363337,deferred
P09623,63,F,2021-11-24,10,89000,None,False,None,False,0.008350241572319995,0.0010143477117074702,0.0,0.0,0.009364589284027464,deferred
P09624,69,F,2016-08-24,10,152000,None,False,None,False,0.00841069216972194,0.0024559433842830406,0.0,0.0,0.01086663555400498,deferred
P09625,52,M,2024-03-21,0,130000,None,True,AccountValue,True,0.00807805111269097,0.0018110346805536453,0.0,0.0,0.009889085793244616,payout
P09626,56,F,2013-03-20,0,110000,GMWB,True,ReturnOfPremium,True,0.012616177269454775,0.001929216751945845,0.007875154913544114,0.002415172839939296,0.02483572177488403,payout
P09627,63,F,2020-02-19,5,60000,None,True,AccountValue,True,0.010513981522681874,0.0012287309405962523,0.0,0.0,0.011742712463278127,payout
P09628,80,F,2021-09-18,0,55000,GMWB,True,ReturnOfPremium,True,0.01598305404276278,0.0026545194315935653,0.006739168813170564,0.0025240635720843205,0.027900805859611227,payout
P09629,55,F,2014-04-25,10,91000,GMWB,True,AccountValue,True,0.013819157895833385,0.0027089900169355737,0.006270224043424893,0.0,0.02279837195619385,payout
P09630,78,M,2021-03-23,10,57000,GMWB,False,None,False,0.010748302736177101,0.0023374844854263206,0.006874295242745818,0.0,0.01996008246434924,deferred
P09631,78,M,2013-07-06,15,107000,GMWB,True,ReturnOfPremium,True,0.015746438730076657,0.001691332524266904,0.008252512060384798,0.002533066643305937,0.028223349958034296,deferred
P09632,61,M,2019-07-07,0,63000,GMIB,True,AccountValue,True,0.01420882861829239,0.0022999553062532773,0.009188011676089479,0.0,0.025696795600635147,payout
P09633,59,F,2011-09-11,0,108000,GMWB,True,AccountValue,False,0.01338539831052636,0.0025252138633612264,0.008229616717576528,0.0,0.024140228891464114,payout
P09634,56,F,2015-10-08,0,211000,None,False,None,False,0.007449102985445289,0.001284033049774528,0.0,0.0,0.008733136035219817,payout
P09635,61,F,2021-06-20,5,217000,None,True,AccountValue,True,0.011141845317796306,0.0014425445974293573,0.0,0.0,0.012584389915225664,deferred
P09636,50,F,2018-08-02,0,53000,GMWB,True,ReturnOfPremium,True,0.012579868866872344,0.002713054861270037,0.009749506797389453,0.0030985051535221894,0.028140935679054024,payout
P09637,61,M,2014-09-10,5,121000,None,False,None,False,0.008347152994519992,0.001055514063423402,0.0,0.0,0.009402667057943395,payout
P09638,73,M,2016-08-23,5,76000,GMWB,True,ReturnOfPremium,True,0.015296580858966388,0.0018502473594498097,0.00754017708975667,0.0023531934777498375,0.027040198785922703,payout
P09639,57,F,2016-01-24,15,79000,None,True,AccountValue,True,0.008150415869166896,0.001656170103624548,0.0,0.0,0.009806585972791444,deferred
P09640,60,F,2015-09-05,0,81000,None,True,AccountValue,True,0.01076113696545598,0.002121249038374146,0.0,0.0,0.012882386003830126,payout
P09641,48,F,2020-04-18,20,98000,None,True,AccountValue,True,0.010972446511417534,0.0015610283360630735,0.0,0.0,0.012533474847480608,deferred
P09642,64,F,2009-08-25,10,84000,None,True,AccountValue,False,0.01165789261271091,0.0026375109265176933,0.0,0.0,0.014295403539228603,payout
P09643,64,M,2023-12-16,15,88000,None,False,None,False,0.007957020046636969,0.002140645859317262,0.0,0.0,0.01009766590595423,deferred
P09644,62,M,2021-02-19,10,165000,GMWB,True,ReturnOfPremium,True,0.014239933476138276,0.0026411222394264336,0.010026881988093884,0.002327215044838534,0.02923515274849713,deferred
P09645,60,M,2018-01-08,0,119000,GMIB,True,AccountValue,True,0.015390127925559256,0.0017415348864867515,0.010164629305935827,0.0,0.027296292117981832,payout
P09646,59,M,2023-07-19,15,107000,GMWB,True,ReturnOfPremium,True,0.014644437222580246,0.002505465555665669,0.011426278510466374,0.003544804942223141,0.03212098623093543,deferred
P09647,66,F,2023-03-21,15,180000,GMWB,True,AccountValue,False,0.012232997417787205,0.001286241899034332,0.007237208263698306,0.0,0.020756447580519845,deferred
P09648,61,F,2009-02-21,20,85000,None,True,AccountValue,True,0.010687973411879824,0.0012207436510784377,0.0,0.0,0.011908717062958261,deferred
P09649,64,F,2011-09-21,0,78000,None,True,AccountValue,True,0.009624070231618837,0.0026125901847909657,0.0,0.0,0.012236660416409802,payout
P09650,63,F,2014-04-14,10,130000,GMIB,True,SteppedUp,True,0.015778396714390512,0.001109422995093755,0.00842654936597564,0.004669805375020464,0.029984174450480374,payout
P09651,70,F,2021-10-11,0,189000,None,True,AccountValue,True,0.008269077089433372,0.001825089981132561,0.0,0.0,0.010094167070565933,payout
P09652,67,F,2023-11-01,15,52000,None,False,None,False,0.008558466993597543,0.00222415998000111,0.0,0.0,0.010782626973598653,deferred
P09653,63,F,2023-04-14,5,127000,GMWB,True,AccountValue,True,0.013695672493046549,0.0027180890967176885,0.006561674581937455,0.0,0.02297543617170169,deferred
P09654,74,M,2022-10-16,15,77000,None,False,None,False,0.007707857401776104,0.0017700601727435271,0.0,0.0,0.00947791757451963,deferred
P09655,65,F,2023-03-20,0,165000,None,True,AccountValue,False,0.01008749318553618,0.0010303265025635071,0.0,0.0,0.011117819688099686,payout
P09656,72,F,2024-12-13,10,93000,GMWB,False,None,False,0.010502041489823458,0.0029808100105440014,0.0065843378398372536,0.0,0.020067189340204714,deferred
P09657,66,F,2007-11-16,5,66000,None,True,AccountValue,True,0.011922237185991223,0.0011234856525916574,0.0,0.0,0.01304572283858288,payout
P09658,47,F,2021-04-13,15,323000,None,True,AccountValue,False,0.008516882544919056,0.0021363299129323905,0.0,0.0,0.010653212457851446,deferred
P09659,72,F,2016-12-19,10,92000,None,True,AccountValue,False,0.011565704369920526,0.0012223601443908567,0.0,0.0,0.012788064514311383,deferred
P09660,63,M,2022-07-21,5,84000,GMIB,True,AccountValue,True,0.016770917404304538,0.00151387550228263,0.008709546288884427,0.0,0.026994339195471596,deferred
P09661,61,F,2018-05-01,5,58000,None,True,AccountValue,True,0.008335122042352958,0.0015597467506336935,0.0,0.0,0.009894868792986651,payout
P09662,64,F,2024-09-11,20,50000,None,True,AccountValue,True,0.009924912150525373,0.001613391748083914,0.0,0.0,0.011538303898609287,deferred
P09663,59,F,2010-07-05,5,156000,GMIB,True,SteppedUp,True,0.015022831989381447,0.001782846114299638,0.0076427324961068095,0.003979794972776669,0.028428205572564567,payout
P09664,63,M,2010-10-04,0,75000,None,True,AccountValue,True,0.009498775379138265,0.0025513035638265995,0.0,0.0,0.012050078942964865,payout
P09665,57,F,2019-06-22,20,147000,GMWB,True,ReturnOfPremium,True,0.013489557947398957,0.0016171144231440725,0.008598883633450993,0.003888561379676055,0.027594117383670076,deferred
P09666,72,F,2024-08-25,20,132000,None,True,AccountValue,True,0.00886274477550834,0.0014328917699729096,0.0,0.0,0.01029563654548125,deferred
P09667,61,F,2023-09-19,10,100000,None,True,AccountValue,True,0.01192830853807507,0.001266655116177972,0.0,0.0,0.013194963654253041,deferred
P09668,58,M,2021-03-21,5,50000,GMIB,True,AccountValue,True,0.013825009946577939,0.0018973639037871421,0.01296015375557956,0.0,0.02868252760594464,deferred
P09669,54,F,2020-09-15,15,113000,GMWB,True,AccountValue,True,0.01578017790717853,0.0012626520416094778,0.0073123247520568615,0.0,0.024355154700844872,deferred
P09670,64,M,2016-08-03,20,201000,None,True,AccountValue,True,0.010967809351449542,0.0010948354649281157,0.0,0.0,0.012062644816377657,deferred
P09671,63,F,2022-05-11,20,137000,None,False,None,False,0.00866239222002044,0.00128237138915072,0.0,0.0,0.00994476360917116,deferred
P09672,65,M,2024-04-11,10,123000,GMWB,False,None,False,0.008767805356728147,0.001144306630521126,0.011725362223689171,0.0,0.021637474210938444,deferred
P09673,53,F,2008-08-14,5,177000,None,True,AccountValue,False,0.010652029569794285,0.0029039801844476603,0.0,0.0,0.013556009754241946,payout
P09674,49,F,2019-06-17,10,57000,GMWB,True,ReturnOfPremium,True,0.012029011966940293,0.0028237338284652523,0.009728160591917622,0.002799186894668364,0.02738009328199153,deferred
P09675,67,M,2013-01-27,0,112000,None,True,AccountValue,True,0.011858847571850626,0.0020756947154187007,0.0,0.0,0.013934542287269328,payout
P09676,73,M,2016-10-28,10,90000,GMWB,True,ReturnOfPremium,True,0.014989205545068258,0.001341408699767205,0.010517841955869156,0.0037225998970141236,0.030571056097718742,deferred
P09677,53,M,2017-10-12,0,160000,GMWB,True,AccountValue,True,0.015602484756266436,0.001224818234174463,0.00811697888272613,0.0,0.02494428187316703,payout
P09678,74,F,2021-07-04,5,60000,GMWB,True,AccountValue,False,0.013250081014542354,0.002618004290091404,0.006778983964057648,0.0,0.022647069268691408,deferred
P09679,64,F,2021-06-16,15,137000,None,True,AccountValue,True,0.010388880510656173,0.002702298427696259,0.0,0.0,0.013091178938352432,deferred
P09680,61,F,2016-07-20,10,240000,None,False,None,False,0.005501489209480145,0.002775754815071711,0.0,0.0,0.008277244024551857,deferred
P09681,58,F,2020-09-12,10,101000,None,True,AccountValue,True,0.010649718665697767,0.0023097132148755983,0.0,0.0,0.012959431880573365,deferred
P09682,50,F,2013-03-22,0,58000,GMWB,True,SteppedUp,True,0.013094695213770586,0.0012646799801158722,0.009592143703247416,0.004964839481996098,0.02891635837912997,payout
P09683,69,F,2006-09-24,10,79000,GMWB,True,ReturnOfPremium,True,0.012117686045999256,0.002368656103334042,0.006026504726090594,0.0032422628599389374,0.023755109735362833,payout
P09684,55,F,2022-07-25,10,185000,None,True,AccountValue,True,0.01106748325078998,0.0023139292931097415,0.0,0.0,0.013381412543899723,deferred
P09685,55,M,2006-05-23,20,50000,None,True,AccountValue,True,0.01068799766868246,0.0016376824499867448,0.0,0.0,0.012325680118669205,deferred
P09686,69,F,2022-01-16,10,120000,GMWB,True,AccountValue,True,0.012455205744008374,0.0019827009703435984,0.006574665048467398,0.0,0.02101257176281937,deferred
P09687,46,M,2024-12-09,15,84000,GMWB,True,AccountValue,False,0.012064546116473944,0.00214540765228737,0.006420791952179759,0.0,0.020630745720941073,deferred
P09688,49,F,2015-05-04,10,72000,GMWB,True,AccountValue,True,0.015749287242810623,0.001808709279824138,0.008789834711874812,0.0,0.026347831234509574,payout
P09689,61,M,2018-11-26,5,168000,None,True,AccountValue,True,0.011551502107590164,0.0022633862146439073,0.0,0.0,0.013814888322234072,payout
P09690,64,M,2016-08-13,0,260000,None,True,AccountValue,True,0.00811419889684786,0.0029576838446101522,0.0,0.0,0.011071882741458011,payout
P09691,65,M,2018-11-21,20,50000,GMIB,True,SteppedUp,True,0.013322367090860349,0.0011848118022855312,0.009533664875741137,0.0050674740120779825,0.029108317780965,deferred
P09692,59,F,2024-07-28,20,201000,GMWB,False,None,False,0.009373952131913976,0.001950882023722524,0.009482439937691515,0.0,0.020807274093328013,deferred
P09693,80,M,2022-10-07,5,108000,GMWB,True,ReturnOfPremium,True,0.012542055220563621,0.0012586741772180495,0.009457268284930712,0.0022268935290956403,0.02548489121180802,deferred
P09694,60,F,2018-08-27,20,168000,GMWB,False,None,False,0.010417703900679946,0.0010342125302549995,0.010030572081460416,0.0,0.021482488512395363,deferred
P09695,60,M,2024-04-27,10,55000,GMIB,False,None,False,0.011641127171702272,0.001657707136560069,0.012579534754511663,0.0,0.025878369062774003,deferred
P09696,55,M,2013-07-12,5,65000,None,True,AccountValue,True,0.010657719725482198,0.0014596548951965511,0.0,0.0,0.01211737462067875,payout
P09697,62,M,2023-11-24,15,126000,None,True,AccountValue,True,0.009862306521259166,0.0016349089379257393,0.0,0.0,0.011497215459184905,deferred
P09698,66,M,2022-11-01,10,98000,GMIB,False,None,False,0.012611019527132443,0.0027228810872349392,0.010244576859609087,0.0,0.02557847747397647,deferred
P09699,71,M,2010-11-05,5,111000,None,True,AccountValue,False,0.010764920294092775,0.0014663323177550379,0.0,0.0,0.012231252611847813,payout
P09700,50,M,2020-02-18,5,115000,GMWB,False,None,False,0.00855697683252185,0.0019681489957274335,0.008597469462248545,0.0,0.019122595290497826,payout
P09701,60,M,2007-07-05,15,55000,GMIB,True,AccountValue,False,0.015612281922365955,0.00115244192767832,0.010012824632969607,0.0,0.02677754848301388,payout
P09702,65,M,2005-05-02,5,139000,GMIB,True,AccountValue,True,0.016595157749155657,0.0024698561729550876,0.008587961482165505,0.0,0.027652975404276248,payout
P09703,66,M,2014-12-18,5,50000,GMWB,True,AccountValue,True,0.012820412951549122,0.0012512324362698676,0.011038712012206197,0.0,0.025110357400025186,payout
P09704,62,F,2015-11-05,5,191000,None,True,AccountValue,True,0.009670809468481544,0.0013438997798353913,0.0,0.0,0.011014709248316936,payout
P09705,66,M,2009-10-08,15,156000,None,False,None,False,0.005244256402230937,0.002041134827858639,0.0,0.0,0.007285391230089576,payout
P09706,55,M,2019-12-05,10,251000,GMWB,True,ReturnOfPremium,True,0.014786938489579023,0.0015969478502120909,0.006605312238378608,0.003563286099747989,0.02655248467791771,deferred
P09707,74,M,2016-09-15,20,136000,GMIB,True,AccountValue,True,0.016083903379649017,0.0018927484907230935,0.007640659254083212,0.0,0.025617311124455325,deferred
P09708,69,F,2011-05-28,10,85000,GMIB,True,ReturnOfPremium,True,0.013419634718743042,0.0014850395703829252,0.009884556712763226,0.0022091306825901443,0.026998361684479336,payout
P09709,51,M,2024-02-22,15,59000,GMWB,True,AccountValue,True,0.013176105747833752,0.0016594509805291445,0.010988178274290166,0.0,0.025823735002653062,deferred
P09710,53,F,2022-01-22,5,72000,None,True,AccountValue,False,0.01166848286010809,0.0023197953671540567,0.0,0.0,0.013988278227262146,deferred
P09711,53,F,2011-07-28,10,147000,GMWB,True,ReturnOfPremium,True,0.013204823034046983,0.002334690747817565,0.010881935836668228,0.0029537605308271727,0.02937521014935995,payout
P09712,67,M,2013-03-13,5,254000,GMIB,True,AccountValue,True,0.01635833881357971,0.0025883174998625126,0.008409730259846985,0.0,0.027356386573289208,payout
P09713,51,M,2017-02-15,0,184000,GMIB,True,AccountValue,True,0.01383547025239319,0.002070378523920055,0.010253745071124596,0.0,0.026159593847437844,payout
P09714,59,M,2007-11-03,0,132000,GMWB,False,None,False,0.010268328597612213,0.0019649518232325016,0.0070732313757188,0.0,0.019306511796563515,payout
P09715,65,M,2009-04-22,20,83000,None,True,AccountValue,True,0.010589800617179563,0.0018950627532235422,0.0,0.0,0.012484863370403105,deferred
P09716,61,M,2023-05-14,0,84000,GMWB,True,AccountValue,False,0.01518178823937655,0.0025877416175443197,0.007223439569703635,0.0,0.024992969426624503,payout
P09717,64,F,2020-05-17,5,79000,GMWB,True,ReturnOfPremium,True,0.01223054326671368,0.0028373306596292764,0.010673017149605004,0.0020820712439081858,0.027822962319856145,payout
P09718,53,F,2024-02-22,20,97000,GMIB,True,ReturnOfPremium,True,0.01643856544142608,0.002401888720810512,0.008321813709544103,0.002775968707823244,0.029938236579603938,deferred
P09719,66,M,2023-10-20,5,60000,GMWB,True,ReturnOfPremium,True,0.015176170364076648,0.0023607355022444566,0.0063370108345199416,0.0038218218053875214,0.027695738506228567,deferred
P09720,57,M,2020-09-28,15,161000,None,True,AccountValue,False,0.010776806870312976,0.0012955353968790665,0.0,0.0,0.012072342267192043,deferred
P09721,59,F,2022-04-26,0,90000,GMWB,True,ReturnOfPremium,True,0.014734398380830281,0.0021819414656269855,0.007313772061023273,0.0023081530109951703,0.02653826491847571,payout
P09722,63,M,2015-09-12,5,70000,GMWB,True,AccountValue,True,0.012648391200779933,0.0013877596313486764,0.010721184815949554,0.0,0.024757335648078166,payout
P09723,62,M,2017-10-27,5,171000,GMWB,True,AccountValue,True,0.0130643311777413,0.0012987343928986246,0.009285063080411892,0.0,0.023648128651051814,payout
P09724,62,F,2017-07-16,10,50000,None,True,AccountValue,True,0.010160371150785084,0.0029643776745243607,0.0,0.0,0.013124748825309444,deferred
P09725,55,M,2020-06-07,0,143000,GMIB,True,ReturnOfPremium,True,0.0158295543063729,0.001313407631777053,0.00785072962290322,0.0036406530467754205,0.028634344607828592,payout
P09726,59,F,2020-01-17,10,76000,GMWB,True,AccountValue,True,0.0156320965214602,0.0018076897772429479,0.008079457770971998,0.0,0.025519244069675144,deferred
P09727,62,M,2013-05-06,5,102000,None,True,AccountValue,True,0.010134023080776015,0.0028522030541355495,0.0,0.0,0.012986226134911565,payout
P09728,50,F,2020-10-17,10,50000,GMWB,True,ReturnOfPremium,True,0.015986376614498934,0.0019373724983240924,0.009337865667528061,0.0027218938694059665,0.029983508649757056,deferred
P09729,58,F,2019-09-01,5,113000,GMWB,True,AccountValue,True,0.012336567610800611,0.0017131669875113495,0.007714596632997028,0.0,0.021764331231308987,payout
P09730,65,M,2021-08-18,0,50000,GMIB,False,None,False,0.009823742737789359,0.0013297348448435948,0.011755466517379383,0.0,0.02290894410001234,payout
